id,peso,beneficio
4127,254,276
4128,212,230
4129,116,126
4130,465,505
4131,443,481
4132,64,69
4133,415,450
4134,266,289
4135,425,461
4136,137,148
4137,412,447
4138,86,93
4139,18,19
4140,65,70
4141,449,487
4142,13,14
4143,47,51
4144,132,143
4145,214,232
4146,145,157
4147,456,494
4148,182,197
4149,106,115
4150,115,124
4151,492,533
4152,249,270
4153,472,511
4154,188,203
4155,179,194
4156,169,183
4157,15,16
4158,302,327
4159,328,355
4160,400,433
4161,118,127
4162,301,326
4163,471,510
4164,301,326
4165,416,450
4166,319,345
4167,45,48
4168,241,261
4169,479,518
4170,401,434
4171,427,462
4172,375,406
4173,268,290
4174,175,189
4175,28,30
4176,132,142
4177,368,398
4178,212,229
4179,194,209
4180,416,450
4181,176,190
4182,138,149
4183,270,292
4184,326,352
4185,54,58
4186,28,30
4187,438,473
4188,52,56
4189,105,113
4190,183,197
4191,392,423
4192,421,455
4193,416,449
4194,329,355
4195,250,270
4196,43,46
4197,167,180
4198,318,343
4199,99,106
4200,205,221
4201,463,499
4202,221,238
4203,181,195
4204,479,517
4205,183,197
4206,333,359
4207,138,148
4208,167,180
4209,41,44
4210,221,238
4211,368,397
4212,140,151
4213,91,98
4214,435,469
4215,345,372
4216,432,465
4217,163,175
4218,396,426
4219,65,70
4220,461,496
4221,275,296
4222,28,30
4223,371,399
4224,227,244
4225,394,424
4226,201,216
4227,261,281
4228,63,67
4229,447,481
4230,461,496
4231,33,35
4232,227,244
4233,83,89
4234,221,237
4235,103,110
4236,132,142
4237,77,82
4238,258,277
4239,294,316
4240,153,164
4241,352,378
4242,74,79
4243,276,296
4244,428,460
4245,87,93
4246,493,530
4247,254,273
4248,231,248
4249,212,227
4250,372,399
4251,93,99
4252,41,44
4253,89,95
4254,61,65
4255,384,412
4256,41,44
4257,242,259
4258,331,355
4259,35,37
4260,140,150
4261,434,466
4262,487,522
4263,352,377
4264,11,11
4265,70,75
4266,350,375
4267,472,506
4268,18,19
4269,165,177
4270,174,186
4271,341,365
4272,263,282
4273,278,298
4274,242,259
4275,175,187
4276,469,502
4277,14,15
4278,327,350
4279,52,55
4280,126,135
4281,483,517
4282,296,317
4283,279,299
4284,296,317
4285,90,96
4286,450,482
4287,204,218
4288,453,485
4289,75,80
4290,493,528
4291,416,445
4292,78,83
4293,77,82
4294,457,489
4295,141,150
4296,257,275
4297,150,160
4298,417,446
4299,214,229
4300,259,277
4301,393,420
4302,223,238
4303,264,282
4304,31,33
4305,399,426
4306,281,300
4307,31,33
4308,183,195
4309,23,24
4310,429,458
4311,191,204
4312,324,346
4313,30,32
4314,244,260
4315,459,490
4316,270,288
4317,150,160
4318,203,216
4319,59,63
4320,412,440
4321,99,105
4322,277,295
4323,340,363
4324,70,74
4325,401,428
4326,262,279
4327,131,139
4328,424,452
4329,487,519
4330,294,313
4331,121,129
4332,387,412
4333,378,403
4334,86,91
4335,143,152
4336,484,516
4337,359,382
4338,354,377
4339,408,434
4340,127,135
4341,317,337
4342,78,83
4343,60,63
4344,494,526
4345,263,280
4346,166,176
4347,266,283
4348,394,419
4349,133,141
4350,153,162
4351,286,304
4352,421,448
4353,378,402
4354,331,352
4355,52,55
4356,439,467
4357,106,112
4358,211,224
4359,312,331
4360,235,250
4361,158,168
4362,174,185
4363,118,125
4364,439,466
4365,42,44
4366,216,229
4367,199,211
4368,222,236
4369,424,450
4370,87,92
4371,105,111
4372,384,408
4373,36,38
4374,52,55
4375,49,52
4376,24,25
4377,424,450
4378,354,376
4379,21,22
4380,184,195
4381,80,84
4382,49,52
4383,396,420
4384,25,26
4385,487,516
4386,95,100
4387,250,265
4388,459,487
4389,421,446
4390,138,146
4391,323,342
4392,297,315
4393,426,451
4394,389,412
4395,27,28
4396,352,373
4397,91,96
4398,460,487
4399,150,159
4400,304,322
4401,446,472
4402,181,191
4403,151,160
4404,466,493
4405,231,244
4406,219,232
4407,135,143
4408,198,209
4409,212,224
4410,296,313
4411,438,463
4412,297,314
4413,413,437
4414,446,472
4415,401,424
4416,176,186
4417,317,335
4418,162,171
4419,312,330
4420,491,519
4421,10,10
4422,386,408
4423,446,471
4424,341,360
4425,119,125
4426,135,142
4427,360,380
4428,141,149
4429,100,105
4430,81,85
4431,313,330
4432,50,52
4433,295,311
4434,127,134
4435,132,139
4436,300,316
4437,288,304
4438,95,100
4439,209,220
4440,287,303
4441,108,114
4442,398,420
4443,189,199
4444,488,515
4445,325,343
4446,70,73
4447,76,80
4448,93,98
4449,297,313
4450,305,321
4451,372,392
4452,163,171
4453,433,456
4454,319,336
4455,72,75
4456,225,237
4457,220,231
4458,244,257
4459,448,472
4460,154,162
4461,106,111
4462,182,191
4463,252,265
4464,434,457
4465,223,234
4466,235,247
4467,299,314
4468,78,82
4469,157,165
4470,460,484
4471,24,25
4472,102,107
4473,364,383
4474,320,336
4475,259,272
4476,45,47
4477,171,179
4478,250,263
4479,403,423
4480,275,289
4481,214,225
4482,142,149
4483,218,229
4484,121,127
4485,291,305
4486,284,298
4487,315,331
4488,85,89
4489,267,280
4490,108,113
4491,189,198
4492,414,435
4493,157,164
4494,463,486
4495,359,377
4496,421,442
4497,373,391
4498,369,387
4499,32,33
4500,388,407
4501,313,328
4502,421,441
4503,218,228
4504,94,98
4505,186,195
4506,262,274
4507,97,101
4508,242,253
4509,413,433
4510,369,387
4511,166,174
4512,81,84
4513,10,10
4514,362,379
4515,54,56
4516,92,96
4517,476,498
4518,222,232
4519,230,241
4520,18,18
4521,447,468
4522,132,138
4523,169,177
4524,399,417
4525,33,34
4526,361,378
4527,175,183
4528,192,201
4529,311,325
4530,462,483
4531,358,374
4532,347,363
4533,389,407
4534,471,492
4535,303,317
4536,313,327
4537,277,289
4538,496,518
4539,325,339
4540,11,11
4541,387,404
4542,216,225
4543,101,105
4544,278,290
4545,293,306
4546,12,12
4547,266,278
4548,71,74
4549,135,141
4550,390,407
4551,324,338
4552,280,292
4553,97,101
4554,37,38
4555,247,257
4556,366,382
4557,421,439
4558,434,453
4559,184,192
4560,203,211
4561,250,260
4562,364,379
4563,157,163
4564,279,291
4565,96,100
4566,347,362
4567,182,189
4568,137,142
4569,151,157
4570,299,311
4571,172,179
4572,26,27
4573,160,166
4574,52,54
4575,252,262
4576,472,492
4577,272,283
4578,79,82
4579,149,155
4580,32,33
4581,191,199
4582,441,459
4583,456,475
4584,146,152
4585,254,264
4586,499,519
4587,255,265
4588,201,209
4589,231,240
4590,319,332
4591,31,32
4592,400,416
4593,135,140
4594,421,438
4595,165,171
4596,248,258
4597,42,43
4598,178,185
4599,35,36
4600,29,30
4601,34,35
4602,139,144
4603,386,401
4604,145,150
4605,424,440
4606,139,144
4607,46,47
4608,410,426
4609,193,200
4610,140,145
4611,154,159
4612,123,127
4613,132,137
4614,262,272
4615,55,57
4616,487,505
4617,74,76
4618,367,381
4619,113,117
4620,471,488
4621,435,451
4622,283,293
4623,230,238
4624,378,392
4625,164,170
4626,328,340
4627,57,59
4628,287,297
4629,255,264
4630,479,496
4631,259,268
4632,454,470
4633,478,495
4634,58,60
4635,442,458
4636,159,164
4637,387,401
4638,497,514
4639,188,194
4640,172,178
4641,344,356
4642,83,85
4643,43,44
4644,167,172
4645,36,37
4646,266,275
4647,367,379
4648,178,184
4649,465,481
4650,429,444
4651,186,192
4652,268,277
4653,270,279
4654,439,454
4655,251,259
4656,241,249
4657,477,493
4658,350,361
4659,60,62
4660,321,331
4661,447,462
4662,40,41
4663,104,107
4664,53,54
4665,244,252
4666,480,496
4667,323,333
4668,196,202
4669,167,172
4670,375,387
4671,336,347
4672,161,166
4673,337,348
4674,397,409
4675,270,278
4676,16,16
4677,33,34
4678,397,409
4679,387,399
4680,117,120
4681,62,63
4682,283,291
4683,152,156
4684,343,353
4685,20,20
4686,106,109
4687,412,424
4688,225,232
4689,487,502
4690,43,44
4691,300,309
4692,138,142
4693,362,373
4694,177,182
4695,398,410
4696,94,96
4697,401,413
4698,360,370
4699,404,416
4700,172,177
4701,388,399
4702,136,140
4703,359,369
4704,123,126
4705,305,313
4706,343,353
4707,44,45
4708,198,203
4709,264,271
4710,315,324
4711,224,230
4712,428,440
4713,438,450
4714,456,469
4715,324,333
4716,279,286
4717,315,323
4718,303,311
4719,82,84
4720,377,387
4721,35,35
4722,477,490
4723,152,156
4724,274,281
4725,492,505
4726,387,397
4727,358,367
4728,96,98
4729,114,117
4730,88,90
4731,411,422
4732,31,31
4733,470,482
4734,212,217
4735,472,484
4736,101,103
4737,230,236
4738,414,424
4739,441,452
4740,111,113
4741,478,490
4742,189,193
4743,204,209
4744,239,245
4745,286,293
4746,315,323
4747,52,53
4748,250,256
4749,103,105
4750,237,242
4751,95,97
4752,82,84
4753,222,227
4754,449,460
4755,477,488
4756,259,265
4757,150,153
4758,163,166
4759,273,279
4760,470,481
4761,400,409
4762,116,118
4763,305,312
4764,464,474
4765,103,105
4766,284,290
4767,46,47
4768,185,189
4769,105,107
4770,134,137
4771,419,428
4772,65,66
4773,193,197
4774,359,367
4775,118,120
4776,344,351
4777,21,21
4778,442,451
4779,498,509
4780,132,134
4781,414,423
4782,111,113
4783,267,272
4784,494,504
4785,94,96
4786,358,365
4787,20,20
4788,248,253
4789,378,385
4790,134,136
4791,242,247
4792,32,32
4793,430,438
4794,418,426
4795,212,216
4796,17,17
4797,415,423
4798,223,227
4799,270,275
4800,463,472
4801,259,264
4802,362,369
4803,374,381
4804,356,362
4805,305,310
4806,281,286
4807,113,115
4808,10,10
4809,82,83
4810,482,491
4811,397,404
4812,489,498
4813,282,287
4814,309,314
4815,112,114
4816,387,394
4817,487,495
4818,493,501
4819,153,155
4820,424,431
4821,296,301
4822,382,388
4823,397,404
4824,333,338
4825,47,47
4826,45,45
4827,360,366
4828,76,77
4829,31,31
4830,58,58
4831,182,185
4832,151,153
4833,195,198
4834,377,383
4835,443,450
4836,99,100
4837,420,426
4838,369,374
4839,328,333
4840,85,86
4841,263,267
4842,341,346
4843,49,49
4844,240,243
4845,256,259
4846,427,433
4847,125,126
4848,334,339
4849,77,78
4850,147,149
4851,156,158
4852,494,501
4853,384,389
4854,474,480
4855,343,347
4856,58,58
4857,18,18
4858,205,207
4859,21,21
4860,472,478
4861,267,270
4862,172,174
4863,443,449
4864,390,395
4865,179,181
4866,321,325
4867,61,61
4868,401,406
4869,414,419
4870,417,422
4871,120,121
4872,178,180
4873,66,66
4874,275,278
4875,428,433
4876,127,128
4877,154,155
4878,315,318
4879,119,120
4880,488,493
4881,20,20
4882,75,75
4883,413,417
4884,213,215
4885,344,347
4886,101,102
4887,335,338
4888,150,151
4889,409,413
4890,218,220
4891,169,170
4892,379,383
4893,125,126
4894,467,471
4895,448,452
4896,22,22
4897,344,347
4898,456,460
4899,495,499
4900,22,22
4901,33,33
4902,382,385
4903,488,492
4904,484,488
4905,320,323
4906,424,427
4907,271,273
4908,352,355
4909,438,441
4910,231,233
4911,314,316
4912,70,70
4913,87,87
4914,27,27
4915,302,304
4916,312,314
4917,230,231
4918,217,218
4919,117,117
4920,434,437
4921,35,35
4922,358,360
4923,181,182
4924,305,307
4925,286,288
4926,106,106
4927,328,330
4928,100,100
4929,124,124
4930,73,73
4931,311,313
4932,449,452
4933,160,161
4934,76,76
4935,410,412
4936,419,421
4937,470,472
4938,367,369
4939,254,255
4940,216,217
4941,37,37
4942,458,460
4943,301,302
4944,240,241
4945,266,267
4946,439,441
4947,253,254
4948,498,500
4949,293,294
4950,194,194
4951,357,358
4952,29,29
4953,142,142
4954,453,455
4955,482,484
4956,73,73
4957,265,266
4958,339,340
4959,313,314
4960,489,490
4961,73,73
4962,466,467
4963,218,218
4964,285,286
4965,196,196
4966,375,376
4967,240,240
4968,327,328
4969,448,449
4970,404,405
4971,235,235
4972,76,76
4973,441,442
4974,202,202
4975,34,34
4976,245,245
4977,90,90
4978,356,356
4979,154,154
4980,27,27
4981,93,93
4982,443,443
4983,323,323
4984,419,419
4985,336,336
4986,184,184
4987,183,183
4988,211,211
4989,190,190
4990,129,129
4991,312,312
4992,94,94
4993,64,64
4994,248,248
4995,399,399
4996,190,190
4997,297,297
4998,384,384
4999,122,122
5003,408,407
5004,176,175
5005,212,211
5006,335,334
5007,454,453
5008,364,363
5009,105,104
5010,106,105
5011,281,280
5012,408,407
5013,212,211
5014,66,65
5015,52,51
5016,467,466
5017,381,380
5018,337,336
5019,250,249
5020,451,450
5021,473,472
5022,212,211
5023,310,309
5024,99,98
5025,321,320
5026,317,316
5027,91,90
5028,14,13
5029,284,283
5030,272,271
5031,177,176
5032,58,57
5033,142,141
5034,322,320
5035,280,279
5036,42,41
5037,50,49
5038,101,100
5039,95,94
5040,389,387
5041,385,383
5042,245,243
5043,482,479
5044,278,276
5045,117,116
5046,472,469
5047,40,39
5048,483,480
5049,200,199
5050,89,88
5051,275,273
5052,199,197
5053,246,244
5054,236,234
5055,20,19
5056,22,21
5057,160,159
5058,89,88
5059,32,31
5060,85,84
5061,388,385
5062,463,460
5063,370,367
5064,242,240
5065,190,188
5066,120,119
5067,77,76
5068,90,89
5069,311,308
5070,299,296
5071,444,440
5072,271,269
5073,239,237
5074,199,197
5075,327,324
5076,465,461
5077,118,117
5078,107,106
5079,162,160
5080,250,248
5081,324,321
5082,13,12
5083,137,135
5084,444,440
5085,124,122
5086,480,475
5087,239,236
5088,13,12
5089,148,146
5090,89,88
5091,73,72
5092,316,313
5093,246,243
5094,102,101
5095,31,30
5096,389,385
5097,227,224
5098,399,395
5099,59,58
5100,212,209
5101,309,305
5102,57,56
5103,427,422
5104,65,64
5105,11,10
5106,265,262
5107,121,119
5108,400,395
5109,394,389
5110,486,480
5111,109,107
5112,388,383
5113,103,101
5114,345,341
5115,96,94
5116,203,200
5117,337,333
5118,175,172
5119,67,66
5120,155,153
5121,93,91
5122,228,225
5123,228,225
5124,171,168
5125,148,146
5126,36,35
5127,69,68
5128,187,184
5129,204,201
5130,361,356
5131,60,59
5132,217,214
5133,417,411
5134,314,309
5135,385,379
5136,460,453
5137,129,127
5138,241,237
5139,398,392
5140,498,491
5141,92,90
5142,347,342
5143,330,325
5144,425,418
5145,247,243
5146,354,348
5147,136,134
5148,63,62
5149,432,425
5150,125,123
5151,204,200
5152,331,325
5153,218,214
5154,77,75
5155,431,424
5156,270,265
5157,196,192
5158,321,315
5159,32,31
5160,336,330
5161,65,63
5162,338,332
5163,453,445
5164,335,329
5165,237,233
5166,93,91
5167,206,202
5168,497,488
5169,305,299
5170,117,115
5171,342,336
5172,63,61
5173,295,289
5174,121,118
5175,135,132
5176,333,327
5177,187,183
5178,329,323
5179,121,118
5180,330,324
5181,467,458
5182,66,64
5183,307,301
5184,414,406
5185,273,267
5186,463,454
5187,175,171
5188,122,119
5189,26,25
5190,352,345
5191,267,261
5192,17,16
5193,354,347
5194,270,264
5195,82,80
5196,495,485
5197,25,24
5198,207,202
5199,86,84
5200,202,197
5201,383,375
5202,176,172
5203,156,152
5204,352,344
5205,454,444
5206,67,65
5207,16,15
5208,75,73
5209,106,103
5210,365,357
5211,65,63
5212,349,341
5213,129,126
5214,458,448
5215,218,213
5216,392,383
5217,363,355
5218,98,95
5219,28,27
5220,335,327
5221,233,227
5222,126,123
5223,60,58
5224,349,341
5225,201,196
5226,162,158
5227,448,437
5228,45,43
5229,302,295
5230,112,109
5231,148,144
5232,291,284
5233,191,186
5234,380,371
5235,317,309
5236,487,475
5237,164,160
5238,344,335
5239,405,395
5240,61,59
5241,158,154
5242,222,216
5243,119,116
5244,275,268
5245,464,452
5246,152,148
5247,219,213
5248,306,298
5249,335,326
5250,181,176
5251,400,389
5252,27,26
5253,202,196
5254,341,332
5255,139,135
5256,17,16
5257,341,332
5258,62,60
5259,495,482
5260,217,211
5261,372,362
5262,101,98
5263,333,324
5264,471,458
5265,97,94
5266,222,216
5267,392,381
5268,247,240
5269,126,122
5270,423,411
5271,121,117
5272,382,371
5273,165,160
5274,186,180
5275,388,377
5276,492,478
5277,48,46
5278,413,401
5279,206,200
5280,421,409
5281,143,138
5282,81,78
5283,210,204
5284,23,22
5285,482,468
5286,51,49
5287,129,125
5288,294,285
5289,350,339
5290,13,12
5291,85,82
5292,265,257
5293,187,181
5294,152,147
5295,347,336
5296,450,436
5297,200,194
5298,91,88
5299,413,400
5300,417,404
5301,181,175
5302,307,297
5303,464,449
5304,210,203
5305,120,116
5306,422,409
5307,191,185
5308,289,280
5309,345,334
5310,466,451
5311,157,152
5312,397,384
5313,428,414
5314,405,392
5315,148,143
5316,333,322
5317,395,382
5318,123,119
5319,269,260
5320,259,250
5321,218,211
5322,296,286
5323,18,17
5324,329,318
5325,439,424
5326,359,347
5327,334,323
5328,306,295
5329,380,367
5330,305,294
5331,470,454
5332,393,379
5333,282,272
5334,245,236
5335,336,324
5336,465,449
5337,304,293
5338,498,481
5339,373,360
5340,259,250
5341,353,340
5342,407,393
5343,105,101
5344,188,181
5345,172,166
5346,301,290
5347,29,27
5348,215,207
5349,130,125
5350,227,219
5351,498,480
5352,334,322
5353,115,110
5354,45,43
5355,63,60
5356,479,461
5357,145,139
5358,49,47
5359,154,148
5360,344,331
5361,103,99
5362,499,480
5363,178,171
5364,487,469
5365,220,211
5366,154,148
5367,234,225
5368,305,293
5369,247,237
5370,399,384
5371,272,261
5372,212,204
5373,371,357
5374,224,215
5375,367,353
5376,222,213
5377,119,114
5378,197,189
5379,457,439
5380,327,314
5381,154,148
5382,271,260
5383,437,420
5384,38,36
5385,441,424
5386,466,448
5387,292,280
5388,159,152
5389,382,367
5390,342,328
5391,238,228
5392,179,171
5393,469,450
5394,395,379
5395,355,340
5396,302,290
5397,251,241
5398,294,282
5399,35,33
5400,153,146
5401,253,242
5402,307,294
5403,304,291
5404,434,416
5405,170,163
5406,256,245
5407,325,311
5408,367,352
5409,166,159
5410,17,16
5411,137,131
5412,450,431
5413,159,152
5414,296,283
5415,418,400
5416,100,95
5417,251,240
5418,252,241
5419,168,160
5420,345,330
5421,244,233
5422,382,365
5423,421,403
5424,148,141
5425,307,293
5426,158,151
5427,255,244
5428,474,453
5429,82,78
5430,194,185
5431,100,95
5432,107,102
5433,374,357
5434,140,133
5435,39,37
5436,283,270
5437,374,357
5438,69,65
5439,317,303
5440,198,189
5441,434,414
5442,371,354
5443,449,429
5444,247,236
5445,32,30
5446,55,52
5447,308,294
5448,265,253
5449,420,401
5450,364,347
5451,478,456
5452,423,403
5453,268,255
5454,195,186
5455,475,453
5456,110,104
5457,150,143
5458,246,234
5459,137,130
5460,181,172
5461,84,80
5462,342,326
5463,392,373
5464,336,320
5465,372,354
5466,337,321
5467,118,112
5468,369,351
5469,403,384
5470,319,304
5471,485,462
5472,222,211
5473,342,325
5474,64,60
5475,454,432
5476,264,251
5477,349,332
5478,70,66
5479,326,310
5480,459,436
5481,449,427
5482,113,107
5483,477,453
5484,13,12
5485,120,114
5486,128,121
5487,92,87
5488,396,376
5489,197,187
5490,246,233
5491,276,262
5492,61,57
5493,328,311
5494,25,23
5495,71,67
5496,60,57
5497,456,433
5498,358,340
5499,434,412
5500,279,265
5501,162,153
5502,53,50
5503,29,27
5504,275,261
5505,310,294
5506,207,196
5507,479,454
5508,221,209
5509,27,25
5510,312,296
5511,423,401
5512,474,449
5513,86,81
5514,398,377
5515,131,124
5516,265,251
5517,78,73
5518,37,35
5519,338,320
5520,272,257
5521,202,191
5522,176,166
5523,224,212
5524,338,320
5525,85,80
5526,265,251
5527,461,436
5528,296,280
5529,258,244
5530,323,305
5531,331,313
5532,165,156
5533,339,320
5534,212,200
5535,27,25
5536,61,57
5537,436,412
5538,333,315
5539,246,232
5540,409,386
5541,141,133
5542,146,138
5543,120,113
5544,262,247
5545,90,85
5546,179,169
5547,343,324
5548,380,359
5549,364,344
5550,37,34
5551,42,39
5552,282,266
5553,125,118
5554,236,222
5555,28,26
5556,85,80
5557,186,175
5558,196,185
5559,201,189
5560,158,149
5561,195,184
5562,73,68
5563,267,251
5564,14,13
5565,136,128
5566,72,67
5567,25,23
5568,427,402
5569,198,186
5570,481,453
5571,301,283
5572,28,26
5573,473,445
5574,240,226
5575,295,278
5576,120,113
5577,159,149
5578,44,41
5579,41,38
5580,265,249
5581,136,128
5582,46,43
5583,364,342
5584,290,273
5585,321,302
5586,430,404
5587,25,23
5588,438,412
5589,42,39
5590,123,115
5591,254,238
5592,454,427
5593,127,119
5594,119,111
5595,198,186
5596,129,121
5597,103,96
5598,354,332
5599,172,161
5600,167,156
5601,264,248
5602,292,274
5603,84,78
5604,395,371
5605,450,422
5606,449,421
5607,34,31
5608,227,213
5609,363,340
5610,229,215
5611,479,449
5612,395,370
5613,96,90
5614,436,409
5615,480,450
5616,54,50
5617,187,175
5618,274,257
5619,372,348
5620,467,438
5621,268,251
5622,475,445
5623,33,30
5624,30,28
5625,370,346
5626,38,35
5627,449,420
5628,449,420
5629,220,206
5630,385,360
5631,336,314
5632,353,330
5633,243,227
5634,494,462
5635,34,31
5636,207,193
5637,149,139
5638,79,73
5639,471,440
5640,17,15
5641,263,246
5642,407,380
5643,218,203
5644,420,392
5645,433,405
5646,265,247
5647,392,366
5648,459,429
5649,106,99
5650,38,35
5651,284,265
5652,486,454
5653,231,215
5654,271,253
5655,229,214
5656,324,302
5657,233,217
5658,386,360
5659,176,164
5660,441,411
5661,418,390
5662,63,58
5663,456,425
5664,74,69
5665,334,311
5666,431,402
5667,199,185
5668,383,357
5669,324,302
5670,450,419
5671,197,183
5672,141,131
5673,193,180
5674,34,31
5675,201,187
5676,32,29
5677,330,307
5678,12,11
5679,424,395
5680,129,120
5681,207,192
5682,271,252
5683,475,442
5684,144,134
5685,213,198
5686,178,165
5687,290,270
5688,302,281
5689,314,292
5690,49,45
5691,417,388
5692,60,55
5693,488,454
5694,264,245
5695,460,428
5696,201,187
5697,258,240
5698,85,79
5699,498,463
5700,362,336
5701,105,97
5702,220,204
5703,375,348
5704,130,120
5705,446,414
5706,17,15
5707,490,455
5708,228,211
5709,14,13
5710,485,450
5711,199,184
5712,239,221
5713,351,325
5714,255,236
5715,309,286
5716,369,342
5717,486,451
5718,269,249
5719,14,12
5720,60,55
5721,60,55
5722,114,105
5723,176,163
5724,379,351
5725,423,392
5726,16,14
5727,351,325
5728,320,296
5729,141,130
5730,326,302
5731,369,342
5732,225,208
5733,138,127
5734,363,336
5735,324,300
5736,211,195
5737,352,326
5738,24,22
5739,348,322
5740,108,100
5741,165,152
5742,378,349
5743,481,445
5744,286,264
5745,224,207
5746,336,310
5747,351,324
5748,273,252
5749,434,401
5750,280,259
5751,315,291
5752,234,216
5753,242,223
5754,171,158
5755,28,25
5756,24,22
5757,146,134
5758,104,96
5759,394,364
5760,120,110
5761,97,89
5762,492,454
5763,13,12
5764,271,250
5765,216,199
5766,416,384
5767,489,451
5768,474,437
5769,46,42
5770,434,400
5771,44,40
5772,251,231
5773,252,232
5774,158,145
5775,442,407
5776,301,277
5777,336,309
5778,477,439
5779,201,185
5780,452,416
5781,39,35
5782,207,190
5783,233,214
5784,260,239
5785,180,165
5786,231,212
5787,137,126
5788,389,358
5789,206,189
5790,436,401
5791,23,21
5792,437,402
5793,215,197
5794,372,342
5795,32,29
5796,110,101
5797,449,413
5798,422,388
5799,49,45
5800,262,241
5801,498,458
5802,196,180
5803,127,116
5804,388,356
5805,62,57
5806,128,117
5807,414,380
5808,67,61
5809,366,336
5810,173,158
5811,239,219
5812,342,314
5813,418,384
5814,453,416
5815,440,404
5816,473,434
5817,180,165
5818,45,41
5819,459,421
5820,302,277
5821,147,134
5822,89,81
5823,120,110
5824,257,235
5825,95,87
5826,362,332
5827,255,233
5828,232,212
5829,431,395
5830,349,320
5831,381,349
5832,453,415
5833,368,337
5834,181,165
5835,424,388
5836,108,98
5837,444,406
5838,152,139
5839,95,87
5840,237,217
5841,406,371
5842,157,143
5843,135,123
5844,144,131
5845,160,146
5846,28,25
5847,499,456
5848,327,299
5849,235,215
5850,131,119
5851,281,257
5852,461,421
5853,385,352
5854,360,329
5855,358,327
5856,70,64
5857,101,92
5858,188,171
5859,466,425
5860,317,289
5861,221,201
5862,140,127
5863,107,97
5864,129,117
5865,448,409
5866,326,297
5867,472,431
5868,279,254
5869,106,96
5870,198,180
5871,91,83
5872,239,218
5873,364,332
5874,65,59
5875,280,255
5876,400,364
5877,42,38
5878,61,55
5879,119,108
5880,401,365
5881,180,164
5882,420,382
5883,497,453
5884,311,283
5885,272,247
5886,205,186
5887,443,403
5888,243,221
5889,33,30
5890,297,270
5891,320,291
5892,450,409
5893,497,452
5894,73,66
5895,17,15
5896,115,104
5897,363,330
5898,271,246
5899,316,287
5900,104,94
5901,229,208
5902,130,118
5903,402,365
5904,320,291
5905,313,284
5906,160,145
5907,122,110
5908,310,281
5909,138,125
5910,92,83
5911,231,209
5912,411,373
5913,70,63
5914,25,22
5915,197,178
5916,253,229
5917,28,25
5918,263,238
5919,432,392
5920,225,204
5921,428,388
5922,244,221
5923,470,426
5924,269,244
5925,393,356
5926,48,43
5927,307,278
5928,482,437
5929,147,133
5930,312,282
5931,298,270
5932,71,64
5933,277,251
5934,106,96
5935,453,410
5936,401,363
5937,34,30
5938,454,411
5939,473,428
5940,154,139
5941,449,406
5942,205,185
5943,359,325
5944,388,351
5945,22,19
5946,266,240
5947,267,241
5948,180,162
5949,62,56
5950,59,53
5951,117,105
5952,126,114
5953,356,322
5954,167,151
5955,326,294
5956,12,10
5957,476,430
5958,304,274
5959,340,307
5960,411,371
5961,498,450
5962,394,356
5963,158,142
5964,403,364
5965,140,126
5966,313,282
5967,398,359
5968,419,378
5969,405,365
5970,452,408
5971,39,35
5972,339,306
5973,19,17
5974,286,258
5975,118,106
5976,297,268
5977,80,72
5978,397,358
5979,384,346
5980,40,36
5981,457,412
5982,150,135
5983,36,32
5984,32,28
5985,45,40
5986,343,309
5987,195,175
5988,187,168
5989,265,238
5990,316,284
5991,137,123
5992,405,364
5993,69,62
5994,24,21
5995,203,182
5996,485,436
5997,486,437
5998,303,272
5999,498,448
6000,110,99
6001,41,36
6002,470,422
6003,146,131
6004,370,332
6005,34,30
6006,416,374
6007,337,303
6008,291,261
6009,154,138
6010,171,153
6011,264,237
6012,400,359
6013,125,112
6014,41,36
6015,169,151
6016,370,332
6017,130,116
6018,499,448
6019,281,252
6020,499,448
6021,430,386
6022,138,123
6023,205,184
6024,248,222
6025,359,322
6026,448,402
6027,207,185
6028,151,135
6029,38,34
6030,145,130
6031,186,166
6032,487,436
6033,262,234
6034,154,138
6035,289,259
6036,434,389
6037,136,121
6038,47,42
6039,371,332
6040,274,245
6041,353,316
6042,168,150
6043,429,384
6044,483,432
6045,118,105
6046,345,308
6047,122,109
6048,166,148
6049,212,189
6050,483,432
6051,267,238
6052,268,239
6053,400,357
6054,489,437
6055,149,133
6056,331,296
6057,372,332
6058,161,143
6059,24,21
6060,133,118
6061,420,375
6062,395,353
6063,69,61
6064,73,65
6065,107,95
6066,334,298
6067,16,14
6068,475,424
6069,109,97
6070,428,382
6071,45,40
6072,409,365
6073,177,158
6074,47,41
6075,178,158
6076,256,228
6077,145,129
6078,298,265
6079,479,427
6080,210,187
6081,39,34
6082,435,387
6083,356,317
6084,95,84
6085,88,78
6086,10,8
6087,293,261
6088,370,329
6089,410,365
6090,88,78
6091,458,408
6092,310,276
6093,261,232
6094,179,159
6095,93,82
6096,431,383
6097,398,354
6098,142,126
6099,171,152
6100,245,218
6101,36,32
6102,82,72
6103,161,143
6104,424,377
6105,185,164
6106,211,187
6107,127,112
6108,106,94
6109,464,412
6110,69,61
6111,482,428
6112,49,43
6113,473,420
6114,51,45
6115,192,170
6116,348,309
6117,138,122
6118,469,416
6119,280,248
6120,418,371
6121,459,407
6122,373,331
6123,47,41
6124,162,143
6125,56,49
6126,105,93
6127,324,287
